english,current_telugu
medical college campus,వైద్య కళాశాల ప్రాంగణం
medical cornea services,మెడికల్ కార్నియా సర్వీసెస్
"medical enclave, chandigarh road, tohana, fatehabad  125120, haryana","మెడికల్ ఎన్క్లేవ్, చండీగఢ్ రోడ్, అహాన, ఫతేహాబాద్ 125120, హర్యానా "
medical fastroenterology,మెడికల్ ఫాస్ట్రోఎంటరాలజీ విభాగము 
medical gastroenterology,వైద్య గ్యాస్ట్రోఎంటరాలజీ విభాగము 
medical gastroenterology ( opd),మెడికల్ Bastroenonologyology (OPD)
medical gastroenterology including endoscopy,ఎండోస్కోపీతో సహా వైద్య గ్యాస్ట్రోఎంటాలజీ
medical gastroenterology including hepatology,హెపటాలజీతో సహా మెడికల్ గ్యాస్ట్రోఎంటరాలజీ విభాగము 
medical gastroentrology,వైద్య గ్యాస్ట్రోఎంటరాలజీ
medical gastrroenterology,మెడికల్ గ్యాస్ట్రోంటాలజీ
medical genetics,వైద్య జన్యుశాస్త్రం
medical genetics & fetal medicine ( opd),మెడికల్ జన్యుశాస్త్రం & పిండం ఔషధం (OPD)
medical oncology,క్యాన్సర్ చికిత్స విభాగము 
medical oncology ( only opd),మెడికల్ ఆంకాలజీ (మాత్రమే opd(ఓపీడీ))విభాగము 
medical oncology (op & day care),మెడికల్ ఆంకాలజీ (OP & డే కేర్)
medical oncology including bmt,BMT సహా మెడికల్ ఆంకాలజీ
medical oncology including day care,డే కేర్ సహా మెడికల్ ఆంకాలజీ
medical oncology includinghematology,"మెడికల్ ఆంకాలజీ సహా "" "
medical ophthalmology,వైద్యపు నేత్ర వైద్యము
medical records department,మెడికల్ రికార్డ్స్ డిపార్ట్మెంట్
medical research foundation,మెడికల్ రీసెర్చ్ ఫౌండేషన్
medical research foundation - sankara nethralaya,మెడికల్ రీసెర్చ్ ఫౌండేషన్ - శంకర నేత్రాలయ
medical retina,వైద్య రెటినా
medical retina clinic,మెడికల్ రెటినా క్లినిక్
medical retina services,మెడికల్ రెటినా సేవలు
medical trust hospital,మెడికల్ ట్రస్ట్ ఆసుపత్రి
medical vitreo retinal services,మెడికల్ విట్రీ రెటినల్ సర్వీసెస్
medicover hospital,మెడికోవర్ ఆసుపత్రి 
medicover hospitals,మెడికల్ హాస్పిటల్స్
medipulse hospital,మెడిపల్స్ ఆసుపత్రి 
mediscan systems,మెడిస్కాన్ వ్యవస్థలు
meditrina hospital,మెడ్రినా హాస్పిటల్
meditrina institute of medical sciences,మెడిట్రినా ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్
meenakshi hospital,మీనాక్షి ఆసుపత్రి
meerut,మీరుట్ 
meerut kidney hospital,మీరట్ కిడ్నీ ఆసుపత్రి
meerut kidney hospital pvt. ltd.,మీరట్ కిడ్నీ హాస్పిటల్ Pvt. Ltd.
meghani circle,మేఘాని సర్కిల్
mehdipatnam,మెహదీపట్నం 
mehndiratta hospital,మెహ్దిరాట్టా ఆసుపత్రి
"mehndiratta hospital, manali house, ambala  134003, haryana","మెహ్దిరాట్టా హాస్పిటల్, మనాలి హౌస్, అంబాలా 134003, హర్యానా "
mehrauli badarpur road,మెహ్రౌలి బాదర్‌పూర్ రోడ్
mehsana,మెహ్సానా
mehta childernâs hospitals pvt. ltd.,మెహతా చిల్డ్రన్స్ హాస్పిటల్స్ ప్రైవేట్ లిమిటెడ్
mehta hospitals pvt.ltd.,మెహతా హాస్పిటల్స్ pvt.ltd.
meitra hospital (a unit of premium medical healthcare providers pvt ltd),Meitra హాస్పిటల్ (ప్రీమియం మెడికల్ హెల్త్కేర్ ప్రొవైడర్స్ ప్రైవేట్ లిమిటెడ్ యూనిట్)
mellacheruvu,మేళ్లచెరువు 
memnagar,మెంనాగర్
meppadi,మెప్పడి
metabolic lab,జీవక్రియ ప్రయోగశాల
metas of seventh day adventist hospital,ఏడవ రోజు అడ్వెంటిస్ట్ హాస్పిటల్ యొక్క మెటాస్
metro heart institute,మెట్రో హార్ట్ ఇన్స్టిట్యూట్
"metro hospital & cancer institute, preet vihar","మెట్రో హాస్పిటల్ & క్యాన్సర్ ఇన్స్టిట్యూట్, ప్రీత్ విహార్"
metro hospital & cancer research centre,మెట్రో ఆసుపత్రి  & క్యాన్సర్ ప్రయోగశాల కేంద్రం 
metro hospital & heart institute,మెట్రో హాస్పిటల్ & హార్ట్ ఇన్స్టిట్యూట్
metro hospital & heart institute (formerly umkal superspeciality hospital),మెట్రో ఆసుపత్రి  & హార్ట్ ఇన్స్టిట్యూట్ (గతంలో ఉమ్కాల్ సూపర్ స్పెషాలిటీ ఆసుపత్రి)
"metro hospital & heart institute, lajpat nagar","మెట్రో హాస్పిటల్ & హార్ట్ ఇన్స్టిట్యూట్, లాజ్‌పత్ నగర్"
"metro hospital & heart institute, sec. 11 &12","మెట్రో హాస్పిటల్ & హార్ట్ ఇన్స్టిట్యూట్, సెక్(SEC). 11 & 12"
metro hospital and heart institute,మెట్రో హాస్పిటల్ అండ్ హార్ట్ ఇన్స్టిట్యూట్
metro mas heart care & multispecialty hospital,మెట్రో మాస్ హార్ట్ కేర్ & మల్టీస్పిసియా హాస్పిటల్
metro umkal hospital and heart institute,మెట్రో ఉమ్కల్ హాస్పిటల్ అండ్ హార్ట్ ఇన్స్టిట్యూట్
metromed international cardiac centre pvt. ltd.,మెట్రోమెడ్ ఇంటర్నేషనల్ కార్డియాక్ సెంటర్ Pvt. Ltd.
mettupalayam road,మెట్టుపాళయం రోడ్ 
mevisharam,సమాచారం
mgm healthcare pvt ltd,MGM హెల్త్కేర్ ప్రైవేట్ లిమిటెడ్
mgm hospital & research center pvt. ltd,MGM హాస్పిటల్ & రీసెర్చ్ సెంటర్ PVT. Ltd.
mgm medical college & hospital,MGM మెడికల్ కాలేజ్ & హాస్పిటల్
mgm medical college hospital and medical center research institute,MGM మెడికల్ కాలేజీ హాస్పిటల్ అండ్ మెడికల్ సెంటర్ రీసెర్చ్ ఇన్స్టిట్యూట్
"mgm new bombay hospital, vashi","MGM(ఎంజిఎం) న్యూ బాంబే హాస్పిటల్, వాషి"
micro & serology,మైక్రో & సెరోలాజీ(సూక్ష్మ మరియు రక్త సీరం అధ్యయనం)
micro and serology,మైక్రో మరియు సెరోలాజీ(సూక్ష్మ మరియు రక్త సీరం అధ్యయనం)
micro care ent hospital,మైక్రో కేర్ ENT హాస్పిటల్
micro incision phaco surgery,మైక్రో కోత ఫాకో సర్జరీ
microbiology,మైక్రోబయాలజీ(సూక్ష్మజీవులు మరియు మానవులపై వాటి ప్రభావాల అధ్యయనం)విభాగము 
microbiology & serology,మైక్రోబయాలజీ & సెరాలజీ విభాగము 
microbiology and serology,మైక్రోబయాలజీ మరియు సెరోలజీ విభాగము 
midland,మిడ్ల్యాండ్ 
military hospital,సైనిక ఆసుపత్రి
millers road,మిల్లర్స్ రోడ్
"mimhans, neurosciences hospital","మిమ్హాన్స్, న్యూరోసైన్సెస్ ఆసుపత్రి "
"mims hospital, calicut","మిమ్స్ హాస్పిటల్, కాలికట్"
mindspace road,మైండ్స్పేస్ రోడ్
"mini byepass road, p.o. govindapuram, kozhikode 673016, kerala","మినీ బైపాస్ రోడ్, పి.ఓ. గోవిందపురం, కోజికోడ్ 673016, కేరళ"
